datetime_utc,co,no,no2,nox,o3,pm10,pm25,relativehumidity,so2,temperature,wind_direction,wind_speed
2026-01-07 01:45:00+00:00,2.18,9.8,101.3,0.0619,29.6,204.0,75.0,91.0,1.7499999999999996,11.1,278.0,0.4
2026-01-07 02:00:00+00:00,2.21,7.6,105.8,0.0624,28.0,204.0,75.0,91.0,1.125,11.1,254.0,0.4
2026-01-07 02:15:00+00:00,2.22,8.4,106.6,0.0634,31.0,130.0,61.0,91.0,0.5,11.1,278.0,0.4
2026-01-07 02:30:00+00:00,2.21,7.3,103.6,0.061,31.9,130.0,61.0,91.0,10.2,11.1,282.0,0.4
2026-01-07 02:45:00+00:00,2.16,8.2,98.9,0.0593,33.1,130.0,61.0,91.0,13.6,11.2,269.0,0.3
2026-01-07 03:00:00+00:00,2.16,10.2,96.3,0.0595,34.9,130.0,61.0,90.0,14.7,11.3,294.0,0.3
2026-01-07 03:15:00+00:00,2.18,7.7,97.6,0.0582,33.7,149.0,56.0,90.0,15.5,11.5,268.0,0.4
2026-01-07 03:30:00+00:00,2.23,7.3,98.7,0.0584,33.9,149.0,56.0,89.0,15.5,11.5,253.0,0.5
2026-01-07 03:45:00+00:00,2.28,8.0,98.1,0.0587,34.5,149.0,56.0,89.0,16.2,11.7,253.0,0.4
2026-01-07 04:00:00+00:00,2.22,8.1,99.8,0.0597,33.9,149.0,56.0,88.0,15.2,11.8,253.0,0.5
2026-01-07 04:15:00+00:00,2.255,10.0,105.5,0.06420000000000001,32.1,188.0,84.0,87.0,9.2,11.9,224.0,0.5
2026-01-07 04:30:00+00:00,2.29,10.1,110.7,0.06709999999999999,32.3,188.0,84.0,86.0,1.0,12.0,241.0,0.5
2026-01-07 04:45:00+00:00,2.3,8.6,115.4,0.0684,33.9,188.0,84.0,86.0,1.3857142857142857,12.2,196.0,0.4
2026-01-07 05:15:00+00:00,2.31,10.8,121.4,0.0734,33.1,232.0,97.0,83.0,2.1571428571428575,12.5,246.0,0.3
2026-01-07 05:30:00+00:00,2.35,10.7,125.0,0.07529999999999999,33.5,232.0,97.0,82.0,2.5428571428571427,12.8,240.0,0.6
2026-01-07 05:45:00+00:00,2.36,10.2,128.8,0.0768,32.7,232.0,97.0,81.0,2.928571428571429,12.8,269.0,0.4
2026-01-07 06:00:00+00:00,2.42,8.4,130.7,0.07640000000000001,36.1,232.0,97.0,80.0,3.3142857142857145,13.0,275.0,0.4
2026-01-07 06:15:00+00:00,2.42,7.3,130.8,0.0755,38.6,195.0,95.0,78.0,3.7,13.0,264.0,0.3
2026-01-07 06:30:00+00:00,2.44,6.9,131.2,0.07540000000000001,40.8,195.0,95.0,78.0,11.5,13.0,245.0,0.3
2026-01-07 07:00:00+00:00,2.42,10.6,125.4,0.07529999999999999,42.7,195.0,95.0,75.0,15.5,13.6,252.0,0.5
2026-01-07 07:15:00+00:00,2.43,9.2,127.1,0.0752,49.6,219.0,97.0,73.0,13.6,13.8,239.0,0.4
2026-01-07 07:30:00+00:00,2.42,7.6,127.8,0.07429999999999999,52.3,219.0,97.0,71.0,13.1,14.1,230.0,0.3
2026-01-07 07:45:00+00:00,2.43,9.1,127.8,0.0755,48.4,219.0,97.0,70.0,14.1,14.1,225.0,0.7
2026-01-07 08:00:00+00:00,2.4,10.6,128.4,0.07690000000000001,52.3,219.0,97.0,69.0,14.1,14.1,261.0,0.8
2026-01-07 08:15:00+00:00,2.4,8.4,132.5,0.07740000000000001,56.6,259.0,117.0,68.0,9.2,14.2,267.0,0.5
2026-01-07 08:30:00+00:00,2.43,8.4,133.9,0.078,58.8,259.0,117.0,67.0,1.8,14.3,268.0,0.6
2026-01-07 08:45:00+00:00,2.42,6.0,135.9,0.0772,61.0,259.0,117.0,66.0,2.55,14.4,248.0,0.7
2026-01-07 09:00:00+00:00,2.4,7.7,135.4,0.0783,59.2,259.0,117.0,66.0,3.3,14.4,246.0,0.4
2026-01-07 09:15:00+00:00,2.4,8.4,138.9,0.08070000000000001,58.4,301.0,118.0,66.0,4.05,14.3,229.0,0.8
2026-01-07 09:30:00+00:00,2.42,7.7,140.2,0.0809,60.2,301.0,118.0,66.0,4.8,14.4,266.0,0.4
2026-01-07 09:45:00+00:00,2.39,8.7,139.7,0.0814,61.9,301.0,118.0,65.0,5.55,14.4,233.0,0.5
2026-01-07 10:00:00+00:00,2.43,7.5,139.5,0.0803,60.4,301.0,118.0,66.0,6.3,14.4,208.0,0.3
2026-01-07 10:15:00+00:00,2.44,10.1,138.7,0.08209999999999999,61.9,222.0,100.0,65.0,18.1,14.4,248.0,0.4
2026-01-07 10:30:00+00:00,2.58,9.6,141.8,0.0832,61.7,222.0,100.0,66.0,26.7,14.2,262.0,0.3
2026-01-07 10:45:00+00:00,2.74,6.0,144.2,0.08159999999999999,57.2,222.0,100.0,67.0,28.0,13.9,245.0,0.3
2026-01-07 11:00:00+00:00,2.73,8.0,138.9,0.0803,56.4,222.0,100.0,69.0,28.8,13.6,258.0,0.3
2026-01-07 11:15:00+00:00,2.66,9.1,135.4,0.07940000000000001,53.5,224.0,95.0,71.0,29.6,13.3,246.0,0.3
2026-01-07 11:30:00+00:00,2.67,6.8,135.7,0.0777,46.8,224.0,95.0,73.0,29.3,13.0,273.0,0.3
2026-01-07 11:45:00+00:00,2.68,10.1,132.4,0.07859999999999999,40.4,224.0,95.0,75.0,29.1,12.7,294.0,0.3
2026-01-07 12:00:00+00:00,2.68,10.7,133.3,0.07959999999999999,32.1,224.0,95.0,78.0,26.5,12.4,310.0,0.3
2026-01-07 12:15:00+00:00,2.69,10.7,136.5,0.0814,26.3,232.0,110.0,79.0,21.2,12.1,310.0,0.3
2026-01-07 12:30:00+00:00,2.74,10.5,139.5,0.0828,22.5,232.0,110.0,81.0,17.0,11.8,277.0,0.3
2026-01-07 12:45:00+00:00,2.74,10.5,140.1,0.0831,20.8,232.0,110.0,83.0,13.1,11.6,311.0,0.3
2026-01-07 13:00:00+00:00,2.77,10.0,144.2,0.0848,17.2,232.0,110.0,84.0,9.7,11.4,196.0,0.3
2026-01-07 13:30:00+00:00,2.86,17.7,134.6,0.086,12.0,263.0,110.0,86.0,7.9,11.1,277.0,0.3
2026-01-07 13:45:00+00:00,2.91,15.9,137.6,0.0861,9.8,263.0,110.0,87.0,7.3,10.9,284.0,0.3
2026-01-07 14:00:00+00:00,3.02,19.2,133.9,0.0868,11.4,263.0,110.0,88.0,9.2,10.7,293.0,0.3
2026-01-07 14:15:00+00:00,3.1,29.2,124.1,0.0897,10.4,199.0,121.0,88.0,16.0,10.6,298.0,0.3
2026-01-07 14:30:00+00:00,3.19,36.8,123.5,0.09559999999999999,10.2,199.0,121.0,89.0,23.3,10.5,278.0,0.3
2026-01-07 14:45:00+00:00,2.77,44.0,120.7,0.1,10.0,199.0,121.0,89.0,28.6,10.3,294.0,0.3
2026-01-07 15:00:00+00:00,2.35,53.9,110.5,0.1026,10.4,199.0,121.0,90.0,29.9,10.4,257.0,0.3
2026-01-07 15:15:00+00:00,2.43,57.4,110.0,0.10529999999999999,10.0,252.0,140.0,90.0,32.2,10.4,240.0,0.3
2026-01-07 15:30:00+00:00,2.51,56.6,114.9,0.107,10.4,252.0,140.0,91.0,32.8,10.4,267.0,0.3
2026-01-07 15:45:00+00:00,2.55,57.1,116.0,0.10809999999999999,11.4,252.0,140.0,91.0,32.2,10.5,268.0,0.3
2026-01-07 16:00:00+00:00,2.9,59.5,114.9,0.1095,10.2,252.0,140.0,91.0,29.9,10.5,268.0,0.3
2026-01-07 16:15:00+00:00,2.92,62.4,120.7,0.115,9.8,287.0,168.0,92.0,24.1,10.6,266.0,0.3
2026-01-07 16:30:00+00:00,2.94,63.6,128.2,0.1199,10.0,287.0,168.0,92.0,15.7,10.6,268.0,0.3
2026-01-07 16:45:00+00:00,2.89,64.3,129.0,0.121,9.0,287.0,168.0,92.0,10.2,10.6,269.0,0.3
2026-01-07 17:00:00+00:00,2.82,64.1,129.2,0.12079999999999999,10.0,287.0,168.0,92.0,8.9,10.7,274.0,0.3
2026-01-07 17:15:00+00:00,2.505,62.5,125.0,0.1174,10.0,315.0,177.0,93.0,9.2,10.9,263.0,0.3
2026-01-07 17:30:00+00:00,2.19,60.3,126.7,0.1163,10.0,315.0,177.0,93.0,9.7,11.1,287.0,0.3
2026-01-07 17:45:00+00:00,2.07,50.6,138.2,0.1146,10.8,315.0,177.0,93.0,8.6,11.2,281.0,0.3
2026-01-07 18:00:00+00:00,1.95,32.2,152.7,0.10740000000000001,9.6,315.0,163.8,93.0,9.4,11.1,276.0,0.3
2026-01-07 19:00:00+00:00,2.18,17.0,131.0,0.0834,12.9,222.0,111.0,94.0,17.0,11.0,258.0,0.3
2026-01-07 19:15:00+00:00,2.13,14.5,123.5,0.0775,15.1,169.0,68.0,94.0,18.3,11.0,257.0,0.3
2026-01-07 19:30:00+00:00,2.08,10.8,117.5,0.0713,18.0,169.0,68.0,94.0,18.6,10.9,236.0,0.3
2026-01-07 19:45:00+00:00,2.03,10.3,112.0,0.068,19.0,169.0,68.0,94.0,20.2,10.9,257.0,0.4
2026-01-07 20:00:00+00:00,1.91,10.1,109.2,0.0663,20.2,169.0,68.0,94.0,19.4,10.8,263.0,0.3
2026-01-07 20:15:00+00:00,1.87,10.8,108.9,0.06670000000000001,17.2,153.0,58.0,94.0,14.1,10.8,242.0,0.4
2026-01-07 20:30:00+00:00,1.87,13.0,109.2,0.0686,17.2,153.0,58.0,94.0,6.8,10.8,258.0,0.3
2026-01-07 20:45:00+00:00,1.84,12.1,110.2,0.0684,16.9,153.0,58.0,94.0,6.128571428571428,10.7,277.0,0.3
2026-01-07 21:15:00+00:00,1.85,9.7,109.6,0.06620000000000001,19.0,177.0,58.0,93.0,4.7857142857142865,10.6,258.0,0.3
2026-01-07 21:30:00+00:00,1.83,9.8,107.3,0.06509999999999999,21.0,177.0,58.0,93.0,4.114285714285715,10.5,278.0,0.3
2026-01-07 21:45:00+00:00,1.79,9.2,106.4,0.06409999999999999,20.4,177.0,58.0,93.0,3.4428571428571435,10.4,276.0,0.3
2026-01-07 22:00:00+00:00,1.81,8.4,105.7,0.063,22.0,177.0,58.0,93.0,2.7714285714285722,10.4,246.0,0.3
2026-01-07 22:15:00+00:00,1.84,8.6,106.4,0.0636,20.8,140.0,58.0,93.0,2.1,10.4,258.0,0.3
2026-01-07 22:30:00+00:00,1.84,9.6,106.4,0.0644,19.8,140.0,58.0,93.0,8.9,10.5,266.0,0.3
2026-01-07 22:45:00+00:00,1.84,9.1,107.0,0.0644,19.2,140.0,58.0,93.0,14.9,10.5,243.0,0.3
2026-01-07 23:00:00+00:00,1.84,8.2,104.0,0.062,21.6,140.0,58.0,93.0,18.1,10.4,251.0,0.3
2026-01-07 23:15:00+00:00,1.84,9.6,99.8,0.060899999999999996,20.8,139.0,57.0,93.0,18.6,10.4,229.0,0.3
2026-01-07 23:30:00+00:00,1.84,11.4,96.8,0.0608,21.0,139.0,57.0,93.0,18.1,10.4,239.0,0.3
2026-01-07 23:45:00+00:00,1.83,10.6,98.5,0.061,21.8,139.0,57.0,93.0,19.7,10.4,242.0,0.3
2026-01-08 00:00:00+00:00,1.79,10.6,100.4,0.062,21.6,139.0,57.0,93.0,19.4,10.4,243.0,0.3
2026-01-08 00:15:00+00:00,1.73,11.2,101.9,0.0632,20.6,143.0,52.0,93.0,12.1,10.4,244.0,0.3
2026-01-08 00:30:00+00:00,1.74,11.6,102.3,0.0638,19.2,143.0,52.0,93.0,3.4,10.4,298.0,0.3
2026-01-08 00:45:00+00:00,1.73,10.7,105.8,0.0649,19.2,143.0,52.0,92.0,3.1,10.4,269.0,0.3
2026-01-08 01:00:00+00:00,1.73,10.6,107.2,0.0655,20.2,143.0,52.0,92.0,2.8,10.4,225.0,0.3
2026-01-08 01:15:00+00:00,1.73,10.8,107.2,0.0658,18.0,161.0,47.0,92.0,2.5,10.4,199.0,0.3
2026-01-08 01:30:00+00:00,1.74,10.5,109.6,0.0668,16.1,161.0,47.0,92.0,2.2,10.4,213.0,0.3
2026-01-08 01:45:00+00:00,1.74,11.3,112.8,0.0691,15.3,161.0,47.0,92.0,1.9000000000000001,10.4,236.0,0.3
2026-01-08 02:00:00+00:00,1.8,12.1,115.1,0.071,16.5,161.0,47.0,92.0,1.6000000000000003,10.4,277.0,0.3
2026-01-08 02:15:00+00:00,1.83,11.6,116.2,0.0712,17.2,130.0,57.0,92.0,1.3,10.4,254.0,0.3
2026-01-08 02:30:00+00:00,1.87,10.7,116.6,0.0708,17.4,130.0,57.0,92.0,8.9,10.4,231.0,0.3
2026-01-08 02:45:00+00:00,1.85,11.1,116.4,0.0708,17.8,130.0,57.0,92.0,15.5,10.5,267.0,0.3
2026-01-08 03:00:00+00:00,1.89,12.3,116.0,0.0717,19.0,130.0,57.0,91.0,19.1,10.6,271.0,0.3
2026-01-08 03:15:00+00:00,1.9,17.6,112.8,0.07429999999999999,16.5,168.0,64.0,91.0,21.2,10.2,225.0,0.4
2026-01-08 03:30:00+00:00,1.96,18.3,118.6,0.078,16.3,168.0,64.0,90.0,21.2,8.8,261.0,0.3
2026-01-08 03:45:00+00:00,1.99,20.5,122.6,0.0819,17.2,168.0,64.0,90.0,20.4,9.0,274.0,0.3
2026-01-08 04:00:00+00:00,2.0,21.5,126.7,0.0849,18.2,168.0,64.0,89.0,19.7,9.1,240.0,0.3
2026-01-08 04:15:00+00:00,2.02,23.5,130.1,0.0883,17.4,217.0,102.0,88.0,15.7,9.4,286.0,0.3
2026-01-08 04:30:00+00:00,2.04,25.1,134.0,0.0917,20.2,217.0,102.0,87.0,6.8,9.6,256.0,0.3
2026-01-08 04:45:00+00:00,2.03,24.4,141.0,0.0948,24.3,217.0,102.0,85.0,0.8,10.0,244.0,0.3
2026-01-08 05:00:00+00:00,2.05,21.9,149.1,0.09709999999999999,26.1,217.0,102.0,83.0,0.9666666666666667,10.2,227.0,0.5
2026-01-08 05:15:00+00:00,2.14,20.2,154.0,0.09820000000000001,28.0,260.0,119.0,82.0,1.1333333333333333,10.4,229.0,0.3
2026-01-08 05:30:00+00:00,2.15,17.8,161.9,0.1006,27.6,260.0,119.0,80.0,1.3,10.8,237.0,0.4
2026-01-08 05:45:00+00:00,2.18,16.7,167.9,0.1029,30.6,260.0,119.0,77.0,1.4666666666666668,11.1,238.0,0.5
2026-01-08 06:00:00+00:00,2.23,16.1,168.8,0.103,31.8,260.0,119.0,76.0,1.6333333333333333,11.1,253.0,0.8
2026-01-08 06:15:00+00:00,2.27,15.3,171.6,0.1037,31.6,269.0,122.0,74.0,1.8,11.3,233.0,0.4
2026-01-08 06:30:00+00:00,2.24,12.7,173.3,0.1025,34.5,269.0,122.0,73.0,9.4,11.4,219.0,0.4
2026-01-08 06:45:00+00:00,2.22,11.9,172.4,0.1014,37.0,269.0,122.0,71.0,13.9,11.7,258.0,0.4
2026-01-08 07:00:00+00:00,2.22,11.9,170.5,0.1004,42.1,269.0,122.0,68.0,15.2,11.9,260.0,0.5
2026-01-08 07:15:00+00:00,2.22,9.5,170.1,0.09820000000000001,44.9,260.0,117.0,67.0,16.2,12.1,228.0,0.6
2026-01-08 07:30:00+00:00,2.23,9.8,170.7,0.0988,40.8,260.0,117.0,66.0,17.0,12.3,219.0,0.4
2026-01-08 07:45:00+00:00,2.23,9.5,170.5,0.0984,45.5,260.0,117.0,64.0,16.5,12.4,224.0,0.6
2026-01-08 08:00:00+00:00,2.2,8.6,171.8,0.0985,49.6,260.0,117.0,63.0,15.5,12.6,228.0,0.4
2026-01-08 08:15:00+00:00,2.15,8.4,171.1,0.0978,59.8,267.0,112.0,62.0,11.8,12.7,259.0,0.4
2026-01-08 08:30:00+00:00,2.18,8.1,171.5,0.0978,63.9,267.0,112.0,61.0,5.2,12.9,232.0,0.5
2026-01-08 08:45:00+00:00,2.19,8.0,174.7,0.0994,67.6,267.0,112.0,60.0,1.3,13.0,240.0,0.4
2026-01-08 09:00:00+00:00,2.2,9.3,181.0,0.104,71.1,267.0,112.0,59.0,1.35,13.0,247.0,0.4
2026-01-08 09:15:00+00:00,2.21,9.3,184.6,0.10579999999999999,77.2,378.0,151.0,60.0,1.4000000000000001,12.9,242.0,0.4
2026-01-08 09:30:00+00:00,2.22,9.5,187.6,0.1076,83.1,378.0,151.0,60.0,1.4500000000000002,12.9,217.0,0.3
2026-01-08 09:45:00+00:00,2.23,8.9,188.0,0.1072,88.4,378.0,151.0,60.0,1.5,13.0,263.0,0.3
2026-01-08 10:00:00+00:00,2.26,9.3,189.5,0.1083,87.2,378.0,151.0,60.0,1.55,12.9,250.0,0.4
2026-01-08 10:15:00+00:00,2.35,6.6,195.0,0.109,88.8,366.0,160.0,61.0,1.6,12.7,233.0,0.3
2026-01-08 11:00:00+00:00,2.27,6.3,197.2,0.11,83.1,366.0,160.0,64.0,18.9,12.2,265.0,0.3
2026-01-08 11:15:00+00:00,2.21,8.1,185.7,0.10540000000000001,79.6,301.0,152.0,66.0,18.9,11.9,307.0,0.3
2026-01-08 11:30:00+00:00,2.14,8.2,173.5,0.099,69.6,301.0,152.0,68.0,18.9,11.5,338.0,0.3
2026-01-08 11:45:00+00:00,2.11,7.9,167.1,0.0953,56.1,301.0,152.0,71.0,18.1,11.0,328.0,0.3
2026-01-08 12:00:00+00:00,2.04,8.9,163.4,0.094,40.4,301.0,152.0,74.0,17.6,10.5,323.0,0.3
2026-01-08 12:15:00+00:00,2.02,11.7,160.9,0.09509999999999999,28.4,260.0,118.0,76.0,14.9,10.0,306.0,0.3
2026-01-08 12:30:00+00:00,2.05,11.3,164.3,0.09659999999999999,19.2,260.0,118.0,79.0,7.9,9.6,278.0,0.3
2026-01-08 12:45:00+00:00,2.1,11.4,168.3,0.0988,12.2,260.0,118.0,81.0,1.0,9.2,284.0,0.3
2026-01-08 13:00:00+00:00,2.18,12.2,171.3,0.101,10.8,260.0,118.0,82.0,0.9666666666666667,9.0,298.0,0.3
2026-01-08 13:15:00+00:00,2.27,16.0,174.3,0.1057,9.2,287.0,117.0,84.0,0.9333333333333333,8.9,299.0,0.3
2026-01-08 13:30:00+00:00,2.37,23.5,175.0,0.11220000000000001,9.4,287.0,117.0,85.0,0.9,8.8,299.0,0.3
2026-01-08 13:45:00+00:00,2.52,44.4,168.8,0.1259,9.6,287.0,117.0,86.0,0.8666666666666667,8.7,299.0,0.3
2026-01-08 14:00:00+00:00,2.69,59.2,169.2,0.138,10.2,287.0,117.0,87.0,0.8333333333333334,8.6,299.0,0.3
2026-01-08 14:15:00+00:00,2.84,68.3,168.1,0.1449,10.0,276.0,149.0,87.0,0.8,8.5,297.0,0.3
2026-01-08 14:30:00+00:00,2.9,70.4,164.5,0.1447,8.8,276.0,149.0,88.0,8.9,8.4,292.0,0.3
2026-01-08 14:45:00+00:00,2.92,72.4,160.6,0.1444,10.0,276.0,149.0,89.0,14.1,8.4,284.0,0.3
2026-01-08 15:00:00+00:00,3.0,77.2,154.9,0.1452,9.8,276.0,149.0,89.0,18.3,8.3,286.0,0.3
2026-01-08 15:15:00+00:00,3.13,87.0,149.1,0.15009999999999998,10.0,263.0,153.0,90.0,21.0,8.3,289.0,0.3
2026-01-08 15:30:00+00:00,3.33,107.4,138.0,0.16069999999999998,9.4,263.0,153.0,90.0,22.3,8.3,292.0,0.3
2026-01-08 15:45:00+00:00,3.56,146.2,112.0,0.1785,10.0,263.0,153.0,90.0,22.3,8.3,292.0,0.3
2026-01-08 16:00:00+00:00,3.74,165.4,148.1,0.2134,11.2,263.0,153.0,90.0,22.5,8.2,292.0,0.3
2026-01-08 16:15:00+00:00,3.82,177.2,151.5,0.22469999999999998,9.6,357.0,224.0,91.0,20.2,8.2,292.0,0.3
2026-01-08 16:30:00+00:00,3.88,188.1,145.3,0.2301,9.4,357.0,224.0,91.0,12.6,8.2,292.0,0.3
2026-01-08 16:45:00+00:00,3.82,190.8,143.6,0.2315,9.2,357.0,224.0,91.0,3.4,8.2,289.0,0.3
2026-01-08 17:00:00+00:00,3.77,183.5,143.4,0.22540000000000002,9.4,357.0,224.0,92.0,0.0,8.2,288.0,0.3
2026-01-08 17:15:00+00:00,3.61,174.8,141.0,0.217,8.8,371.0,227.0,92.0,0.3,8.3,284.0,0.3
2026-01-08 17:30:00+00:00,3.35,147.4,151.7,0.2006,9.2,371.0,227.0,92.0,3.099999999999999,8.4,271.0,0.3
2026-01-08 17:45:00+00:00,3.09,122.1,147.4,0.1777,9.0,371.0,227.0,92.0,5.899999999999999,8.3,270.0,0.3
2026-01-08 19:00:00+00:00,2.0,69.6,108.9,0.1145,10.0,250.0,139.0,93.0,19.9,8.0,261.0,0.3
2026-01-08 19:15:00+00:00,1.94,73.9,105.1,0.1161,10.4,194.0,100.0,93.0,21.2,7.9,260.0,0.3
2026-01-08 19:30:00+00:00,1.95,80.8,102.3,0.1201,10.2,194.0,100.0,93.0,21.5,7.8,243.0,0.3
2026-01-08 19:45:00+00:00,1.95,89.2,101.1,0.1263,9.2,194.0,100.0,93.0,21.5,7.8,246.0,0.3
2026-01-08 20:00:00+00:00,1.98,97.7,100.0,0.1326,9.8,194.0,100.0,93.0,23.1,7.7,249.0,0.3
2026-01-08 20:15:00+00:00,1.98,103.6,101.3,0.1381,10.0,237.0,124.0,93.0,21.0,7.8,253.0,0.3
2026-01-08 20:30:00+00:00,1.98,108.9,102.6,0.1431,9.4,237.0,124.0,94.0,12.8,7.8,253.0,0.3
2026-01-08 20:45:00+00:00,1.97,112.7,108.1,0.14909999999999998,9.4,237.0,124.0,94.0,5.0,7.8,259.0,0.3
2026-01-08 21:00:00+00:00,1.94,115.9,110.9,0.15319999999999998,9.0,237.0,124.0,94.0,4.25,7.9,274.0,0.3
2026-01-08 21:15:00+00:00,1.88,108.9,114.9,0.14959999999999998,9.0,279.0,140.0,94.0,3.5,8.0,278.0,0.3
2026-01-08 21:30:00+00:00,1.8,93.7,119.0,0.1396,9.2,279.0,140.0,94.0,2.75,8.1,270.0,0.3
2026-01-08 21:45:00+00:00,1.71,63.8,143.8,0.12840000000000001,10.0,279.0,140.0,94.0,2.0,8.2,269.0,0.3
2026-01-08 22:00:00+00:00,1.64,46.9,145.7,0.1156,9.8,279.0,140.0,95.0,1.25,8.4,280.0,0.3
2026-01-08 22:15:00+00:00,1.65,45.4,136.5,0.10959999999999999,9.0,271.0,121.0,94.0,0.5,8.5,274.0,0.3
2026-01-08 22:30:00+00:00,1.66,44.5,135.4,0.1082,8.4,271.0,121.0,94.0,8.1,8.5,281.0,0.3
2026-01-08 22:45:00+00:00,1.66,43.7,134.0,0.10690000000000001,9.6,271.0,121.0,95.0,16.8,8.5,280.0,0.3
2026-01-08 23:00:00+00:00,1.63,40.1,132.5,0.1031,10.0,271.0,121.0,95.0,21.7,8.5,274.0,0.3
2026-01-08 23:15:00+00:00,1.63,34.2,131.4,0.0978,10.2,196.0,90.0,95.0,22.8,8.5,261.0,0.3
2026-01-08 23:30:00+00:00,1.63,31.2,127.8,0.09340000000000001,10.4,196.0,90.0,95.0,23.6,8.5,282.0,0.3
2026-01-08 23:45:00+00:00,1.63,31.6,125.8,0.09259999999999999,10.8,196.0,90.0,95.0,23.3,8.4,286.0,0.3
2026-01-09 00:00:00+00:00,1.61,32.2,121.1,0.0906,11.0,196.0,90.0,95.0,23.1,8.4,292.0,0.3
2026-01-09 00:15:00+00:00,1.55,31.7,119.0,0.0891,11.2,179.0,79.0,95.0,20.4,8.3,278.0,0.3
2026-01-09 00:30:00+00:00,1.52,29.0,117.3,0.0859,10.6,179.0,79.0,95.0,10.5,8.4,284.0,0.3
2026-01-09 00:45:00+00:00,1.52,27.7,118.4,0.0855,8.6,179.0,79.0,95.0,3.9,8.4,259.0,0.3
2026-01-09 01:00:00+00:00,1.53,30.6,119.8,0.0886,9.0,179.0,79.0,95.0,4.8428571428571425,8.5,217.0,0.4
2026-01-09 01:15:00+00:00,1.51,28.9,117.7,0.0861,10.4,194.0,77.0,95.0,5.785714285714286,8.5,247.0,0.3
2026-01-09 01:30:00+00:00,1.5,26.1,116.0,0.0828,8.8,194.0,77.0,95.0,6.728571428571428,8.5,292.0,0.3
2026-01-09 01:45:00+00:00,1.52,30.8,113.6,0.0853,9.4,194.0,77.0,95.0,7.671428571428571,8.6,273.0,0.3
2026-01-09 02:00:00+00:00,1.57,39.9,113.9,0.093,8.2,194.0,77.0,95.0,8.614285714285714,8.7,278.0,0.3
2026-01-09 02:30:00+00:00,1.8,65.3,130.1,0.12229999999999999,8.8,212.0,91.0,95.0,10.5,8.8,282.0,0.3
2026-01-09 02:45:00+00:00,1.83,66.9,135.2,0.1263,10.2,212.0,91.0,95.0,18.9,8.8,246.0,0.3
2026-01-09 03:00:00+00:00,1.85,65.1,133.9,0.12409999999999999,11.6,212.0,91.0,94.0,20.7,8.9,264.0,0.3
2026-01-09 03:15:00+00:00,1.87,57.9,139.7,0.1215,12.3,184.0,96.0,94.0,22.0,9.0,228.0,0.3
2026-01-09 03:30:00+00:00,1.9,56.1,138.9,0.1195,12.7,184.0,96.0,94.0,24.6,9.2,190.0,0.3
2026-01-09 03:45:00+00:00,1.97,55.8,139.5,0.1196,13.3,184.0,96.0,94.0,25.2,9.2,269.0,0.3
2026-01-09 04:00:00+00:00,1.96,54.7,146.6,0.1225,11.8,184.0,96.0,94.0,24.1,9.4,247.0,0.3
2026-01-09 04:15:00+00:00,1.95,56.9,158.7,0.13069999999999998,13.1,268.0,122.0,93.0,22.3,9.7,188.0,0.3
2026-01-09 04:30:00+00:00,2.03,58.1,176.0,0.1408,12.9,268.0,122.0,92.0,13.4,9.9,122.0,0.3
2026-01-09 04:45:00+00:00,2.06,54.4,188.6,0.1445,14.7,268.0,122.0,90.0,5.2,10.6,146.0,0.3
2026-01-09 05:00:00+00:00,2.12,50.7,205.9,0.1507,16.5,268.0,122.0,87.0,3.1,11.0,119.0,0.7
2026-01-09 05:15:00+00:00,2.21,44.8,232.0,0.1598,19.4,379.0,197.0,85.0,1.8,11.3,136.0,0.4
2026-01-09 05:30:00+00:00,2.29,41.7,255.3,0.1697,21.0,379.0,197.0,83.0,3.5799999999999996,11.6,211.0,0.3
2026-01-09 05:45:00+00:00,2.35,35.9,285.6,0.18109999999999998,25.3,379.0,197.0,82.0,5.359999999999999,11.7,203.0,0.4
2026-01-09 06:00:00+00:00,2.43,21.6,316.0,0.18569999999999998,30.2,379.0,197.0,80.0,7.139999999999999,11.8,151.0,0.4
2026-01-09 06:30:00+00:00,2.36,14.3,310.6,0.1767,42.3,453.0,262.0,73.0,10.7,12.6,248.0,0.5
2026-01-09 06:45:00+00:00,2.28,12.7,304.2,0.1721,46.3,453.0,262.0,68.0,22.0,12.9,187.0,0.3
2026-01-09 07:00:00+00:00,2.24,10.1,299.9,0.1677,52.1,453.0,262.0,64.0,26.2,13.1,267.0,0.3
2026-01-09 07:15:00+00:00,2.28,5.0,302.1,0.1648,58.8,345.0,216.0,62.0,27.5,13.2,169.0,0.3
2026-01-09 07:30:00+00:00,2.34,5.9,300.2,0.1645,67.2,345.0,216.0,59.0,26.2,13.4,127.0,0.3
2026-01-09 07:45:00+00:00,2.36,8.5,288.6,0.16040000000000001,73.9,345.0,216.0,57.0,24.9,13.5,170.0,0.3
2026-01-09 08:00:00+00:00,2.37,8.0,281.6,0.15630000000000002,74.5,345.0,216.0,58.0,25.9,13.2,274.0,0.3
2026-01-09 08:15:00+00:00,2.3,10.0,266.6,0.14980000000000002,65.5,453.0,251.0,62.0,23.8,12.9,261.0,0.4
2026-01-09 08:30:00+00:00,2.24,10.2,254.2,0.1435,62.7,453.0,251.0,63.0,16.2,12.8,263.0,0.3
2026-01-09 08:45:00+00:00,2.19,8.7,246.5,0.1382,65.3,453.0,251.0,63.0,9.2,13.0,248.0,0.3
